read_id	label	read_length	mean_base_quality	ref_name	ref_start_1based	strand	mapq	cigar	has_sa	sa_count	num_segments	sa_diff_contig	sa_min_delta_pos	sa_max_delta_pos	sa_mean_delta_pos	sa_same_strand_count	sa_opp_strand_count	sa_max_mapq	sa_mean_mapq	sa_min_nm	sa_mean_nm	softclip_left	softclip_right	total_clipped_bases	breakpoint_read_pos	kmer_cosine_diff	kmer_js_divergence	microhomology_length	microhomology_gc
NC_039553.1_10_523_7:0:0_6:0:0_9bb	-1	150	13.000	NC_039553.1	10	0	56	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986838	0.985714	0	0.000
NC_039553.1_14_463_10:0:0_8:0:0_7d2	-1	150	13.000	NC_039553.1	14	0	59	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_38_533_7:0:0_4:0:0_5c1	-1	150	13.000	NC_039553.1	38	0	57	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986290	0.985714	1	0.000
NC_039553.1_48_622_7:0:0_9:0:0_6fb	-1	150	13.000	NC_039553.1	50	0	60	2S148M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	2	0	2	2	0.000000	0.500000	1	1.000
NC_039553.1_60_655_10:0:0_7:0:0_541	-1	150	13.000	NC_039553.1	60	0	59	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_91_682_10:0:0_5:0:0_777	-1	150	13.000	NC_039553.1	91	0	56	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.972211	0.971429	0	0.000
NC_039553.1_94_543_4:0:0_10:0:0_649	-1	150	13.000	NC_039553.1	94	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	0	0.000
NC_039553.1_94_620_4:0:0_7:0:0_684	-1	150	13.000	NC_039553.1	94	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.972211	0.971429	3	0.333
NC_039553.1_99_598_6:0:0_10:0:0_ec	-1	150	13.000	NC_039553.1	99	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
NC_039553.1_99_624_11:0:0_3:0:0_197	-1	150	13.000	NC_039553.1	99	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	0	0.000
