read_id	label	read_length	mean_base_quality	ref_name	ref_start_1based	strand	mapq	cigar	has_sa	sa_count	num_segments	sa_diff_contig	sa_min_delta_pos	sa_max_delta_pos	sa_mean_delta_pos	sa_same_strand_count	sa_opp_strand_count	sa_max_mapq	sa_mean_mapq	sa_min_nm	sa_mean_nm	softclip_left	softclip_right	total_clipped_bases	breakpoint_read_pos	kmer_cosine_diff	kmer_js_divergence	microhomology_length	microhomology_gc
NC_039553.1_1_373_6:0:0_7:0:0_9f7	-1	150	13.000	NC_039553.1	1	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	1	1.000
NC_039553.1_13_488_8:0:0_9:0:0_3b5	-1	150	13.000	NC_039553.1	13	0	59	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_17_469_5:0:0_7:0:0_d8d	-1	150	13.000	NC_039553.1	17	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986290	0.985714	0	0.000
chimera_1_A6859-7021_B47-183_MH3_160407_160896_0:0:0_0:0:0_af9	-1	150	40.000	NC_039553.1	24	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.973331	0.971429	0	0.000
NC_039553.1_22_464_12:0:0_9:0:0_def	-1	150	13.000	NC_039553.1	24	0	31	2S148M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	2	0	2	2	0.000000	0.500000	0	0.000
chimera_1_A6859-7021_B47-183_MH3_135191_135758_0:0:0_0:0:0_670	-1	150	40.000	NC_039553.1	25	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986755	0.985611	0	0.000
chimera_1_A6859-7021_B47-183_MH3_160148_160557_0:0:0_0:0:0_1319	-1	150	40.000	NC_039553.1	25	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986842	0.985714	0	0.000
NC_039553.1_31_560_12:0:0_5:0:0_986	-1	150	13.000	NC_039553.1	31	0	56	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_32_458_9:0:0_8:0:0_11cd	-1	150	13.000	NC_039553.1	32	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_35_514_7:0:0_9:0:0_289	-1	150	13.000	NC_039553.1	35	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.972600	0.971429	1	0.000
NC_039553.1_36_493_5:0:0_5:0:0_10dd	-1	150	13.000	NC_039553.1	36	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_36_475_4:0:0_9:0:0_11b7	-1	150	13.000	NC_039553.1	36	0	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986482	0.985714	0	0.000
chimera_1_A6859-7021_B47-183_MH3_322761_323186_0:0:0_0:0:0_fb	-1	150	40.000	NC_039553.1	37	1	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985880	0.985066	1	0.000
NC_039553.1_42_552_9:0:0_4:0:0_144	-1	150	13.000	NC_039553.1	42	0	57	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986300	0.985714	2	0.500
